"h1","h2","team","competition","n_matches","wins","percentage_wins"
"Crystal Maiden","Nyx Assassin","Faceless","Kiev",2,1,50
"Crystal Maiden","Nyx Assassin","Mineski","Boston",1,1,100
"Crystal Maiden","Nyx Assassin","Mineski","Kiev",2,1,50
"Crystal Maiden","Nyx Assassin","Newbee","Kiev",1,1,100
"Crystal Maiden","Nyx Assassin","TNC Pro Team","Kiev",2,2,100
"Crystal Maiden","Ogre Magi","Faceless","Boston",3,3,100
"Crystal Maiden","Ogre Magi","Faceless","Kiev",5,4,80
"Crystal Maiden","Ogre Magi","Mineski","Boston",1,1,100
"Crystal Maiden","Ogre Magi","Mineski","Kiev",1,1,100
"Crystal Maiden","Ogre Magi","TNC Pro Team","Kiev",1,1,100
"Crystal Maiden","Omniknight","Newbee","Kiev",1,1,100
"Crystal Maiden","Omniknight","TNC Pro Team","Kiev",1,1,100
"Crystal Maiden","Omniknight","Virtus.pro","Kiev",1,0,0
"Crystal Maiden","Outworld Devourer","","Boston",1,0,0
"Crystal Maiden","Outworld Devourer","Faceless","Kiev",1,0,0
"Crystal Maiden","Outworld Devourer","Team Liquid","Kiev",1,0,0
"Crystal Maiden","Outworld Devourer","WarriorsGaming.Youth","Kiev",1,1,100
"Crystal Maiden","Phantom Assassin","Newbee","Kiev",1,0,0
"Crystal Maiden","Phantom Lancer","Team Secret","Kiev",1,1,100
"Crystal Maiden","Puck","Evil Geniuses","Kiev",1,0,0
"Crystal Maiden","Puck","OG Dota2","Kiev",1,1,100
"Crystal Maiden","Puck","SG e-sports","Kiev",2,2,100
"Crystal Maiden","Puck","Virtus.pro","Kiev",1,0,0
"Crystal Maiden","Pudge","","Boston",1,0,0
"Crystal Maiden","Pudge","Comanche","Kiev",1,1,100
"Crystal Maiden","Pudge","Elements Pro Gaming","Kiev",1,1,100
"Crystal Maiden","Pudge","Rex Regum QEON","Kiev",1,0,0
"Crystal Maiden","Queen of Pain","Evil Geniuses","Kiev",2,2,100
"Crystal Maiden","Razor","Geek Fam","Kiev",1,0,0
"Crystal Maiden","Riki","Evil Geniuses","Kiev",3,2,67
"Crystal Maiden","Riki","Newbee","Kiev",1,1,100
"Crystal Maiden","Rubick","Virtus.pro","Kiev",2,1,50
"Crystal Maiden","Sand King","Clutch Gamers","Kiev",1,1,100
"Crystal Maiden","Shadow Fiend","Comanche","Kiev",1,0,0
"Crystal Maiden","Shadow Fiend","Geek Fam","Kiev",3,2,67
"Crystal Maiden","Shadow Fiend","Invictus Gaming","Kiev",1,1,100
"Crystal Maiden","Shadow Fiend","Newbee","Kiev",1,1,100
"Crystal Maiden","Shadow Fiend","SG e-sports","Kiev",1,0,0
"Crystal Maiden","Shadow Fiend","Team Secret","Kiev",1,0,0
"Crystal Maiden","Shadow Fiend","Virtus.pro","Kiev",1,1,100
"Crystal Maiden","Shadow Fiend","WarriorsGaming.Youth","Kiev",1,0,0
"Crystal Maiden","Silencer","Newbee","Kiev",1,1,100
"Crystal Maiden","Silencer","Virtus.pro","Kiev",1,0,0
"Crystal Maiden","Slardar","","Boston",3,1,33
"Crystal Maiden","Slardar","Comanche","Kiev",1,1,100
"Crystal Maiden","Slardar","Geek Fam","Kiev",2,1,50
"Crystal Maiden","Slardar","Mineski","Boston",1,1,100
"Crystal Maiden","Slardar","Mineski","Kiev",1,1,100
"Crystal Maiden","Slardar","Natus Vincere","Kiev",1,0,0
"Crystal Maiden","Slardar","TNC Pro Team","Kiev",1,0,0
"Crystal Maiden","Slardar","Virtus.pro","Kiev",2,2,100
"Crystal Maiden","Slardar","WarriorsGaming.Youth","Kiev",1,1,100
"Crystal Maiden","Slark","Digital Chaos","Kiev",1,0,0
"Crystal Maiden","Slark","Evil Geniuses","Kiev",1,1,100
"Crystal Maiden","Slark","Faceless","Kiev",3,3,100
"Crystal Maiden","Slark","SG e-sports","Kiev",1,1,100
"Crystal Maiden","Slark","TNC Pro Team","Kiev",3,2,67
"Crystal Maiden","Sniper","Alliance","Kiev",1,1,100
"Crystal Maiden","Sniper","Effect","Kiev",1,1,100
"Crystal Maiden","Sniper","LGD.Forever Young","Kiev",1,0,0
"Crystal Maiden","Sniper","Team Secret","Kiev",1,1,100
"Crystal Maiden","Spectre","Alliance","Kiev",1,1,100
"Crystal Maiden","Spectre","Evil Geniuses","Kiev",2,2,100
"Crystal Maiden","Spectre","Team Liquid","Kiev",3,2,67
"Crystal Maiden","Spectre","Team Secret","Kiev",1,1,100
"Crystal Maiden","Spectre","Virtus.pro","Kiev",1,1,100
"Crystal Maiden","Spirit Breaker","Evil Geniuses","Kiev",1,1,100
"Crystal Maiden","Spirit Breaker","Faceless","Kiev",1,0,0
"Crystal Maiden","Storm Spirit","Evil Geniuses","Kiev",1,1,100
"Crystal Maiden","Storm Spirit","Faceless","Kiev",1,1,100
"Crystal Maiden","Sven","Newbee","Kiev",1,1,100
"Crystal Maiden","Sven","Virtus.pro","Kiev",1,1,100
"Crystal Maiden","Templar Assassin","","Kiev",1,0,0
"Crystal Maiden","Templar Assassin","Alliance","Kiev",1,1,100
"Crystal Maiden","Templar Assassin","Comanche","Kiev",1,1,100
"Crystal Maiden","Templar Assassin","Invictus Gaming","Kiev",1,1,100
"Crystal Maiden","Templar Assassin","OG Dota2","Kiev",1,1,100
"Crystal Maiden","Templar Assassin","Virtus.pro","Kiev",1,1,100
"Crystal Maiden","Terrorblade","BeanBoys","Kiev",1,0,0
"Crystal Maiden","Terrorblade","SG e-sports","Kiev",1,1,100
"Crystal Maiden","Terrorblade","TNC Pro Team","Kiev",1,1,100
"Crystal Maiden","Tidehunter","Faceless","Boston",1,1,100
"Crystal Maiden","Timbersaw","Elements Pro Gaming","Kiev",1,1,100
"Crystal Maiden","Timbersaw","Faceless","Boston",2,2,100
"Crystal Maiden","Timbersaw","OG Dota2","Kiev",1,1,100
"Crystal Maiden","Timbersaw","Team Secret","Kiev",1,1,100
"Crystal Maiden","Timbersaw","Virtus.pro","Kiev",1,1,100
"Crystal Maiden","Tinker","Faceless","Kiev",1,0,0
"Crystal Maiden","Tinker","Team Liquid","Kiev",1,1,100
"Crystal Maiden","Tiny","Faceless","Kiev",1,0,0
"Crystal Maiden","Tiny","SG e-sports","Kiev",1,0,0
"Crystal Maiden","Treant Protector","OG Dota2","Kiev",3,3,100
"Crystal Maiden","Troll Warlord","Alliance","Kiev",1,1,100
"Crystal Maiden","Troll Warlord","Comanche","Kiev",1,1,100
"Crystal Maiden","Troll Warlord","Faceless","Kiev",1,0,0
"Crystal Maiden","Underlord","Mineski","Kiev",1,1,100
"Crystal Maiden","Undying","Digital Chaos","Kiev",1,0,0
"Crystal Maiden","Undying","Faceless","Boston",2,2,100
"Crystal Maiden","Ursa","Team NP","Boston",1,1,100
"Crystal Maiden","Ursa","Virtus.pro","Kiev",4,2,50
"Crystal Maiden","Vengeful Spirit","","Boston",1,1,100
"Crystal Maiden","Vengeful Spirit","Ninjas in Pyjamas","Kiev",1,0,0
"Crystal Maiden","Vengeful Spirit","Team Secret","Kiev",1,0,0
"Crystal Maiden","Vengeful Spirit","Team VGJ","Kiev",1,0,0
"Crystal Maiden","Visage","Virtus.pro","Kiev",2,1,50
"Crystal Maiden","Warlock","Sacola de lixo","Kiev",1,0,0
"Crystal Maiden","Weaver","","Kiev",1,0,0
"Crystal Maiden","Weaver","Comanche","Kiev",2,2,100
"Crystal Maiden","Weaver","Digital Chaos","Kiev",1,1,100
"Crystal Maiden","Weaver","Rex Regum QEON","Kiev",1,0,0
"Crystal Maiden","Weaver","TNC Pro Team","Kiev",1,0,0
"Crystal Maiden","Weaver","WarriorsGaming.Youth","Kiev",1,0,0
"Dark Seer","Alchemist","Clutch Gamers","Kiev",1,0,0
"Dark Seer","Alchemist","OG Dota2","Boston",1,1,100
"Dark Seer","Bounty Hunter","LGD.Forever Young","Kiev",1,1,100
"Dark Seer","Bristleback","EHOME","Boston",1,0,0
"Dark Seer","Clockwerk","iG.Vitality","Kiev",1,0,0
"Dark Seer","Crystal Maiden","Ninjas in Pyjamas","Kiev",1,1,100
"Dark Seer","Crystal Maiden","Team VGJ","Kiev",1,0,0
"Dark Seer","Dazzle","CDEC Gaming","Boston",1,0,0
"Dark Seer","Dazzle","Danish Bears","Kiev",1,0,0
"Dark Seer","Death Prophet","EHOME.KEEN","Boston",1,0,0
"Dark Seer","Disruptor","iG.Vitality","Kiev",1,1,100
"Dark Seer","Disruptor","Virtus.pro","Boston",1,1,100
"Dark Seer","Disruptor","WarriorsGaming.Youth","Kiev",1,0,0
"Dark Seer","Earthshaker","Team Liquid","Kiev",1,1,100
"Dark Seer","Earth Spirit","4 protect five","Kiev",1,0,0
"Dark Seer","Earth Spirit","Danish Bears","Kiev",1,0,0
"Dark Seer","Earth Spirit","Double Dimension","Kiev",1,0,0
"Dark Seer","Earth Spirit","EHOME.KEEN","Boston",1,0,0
"Dark Seer","Earth Spirit","Faceless","Kiev",1,0,0
"Dark Seer","Earth Spirit","iG.Vitality","Boston",1,1,100
"Dark Seer","Earth Spirit","iG.Vitality","Kiev",1,0,0
"Dark Seer","Earth Spirit","Invictus Gaming","Boston",1,0,0
"Dark Seer","Earth Spirit","LGD-GAMING","Boston",1,0,0
"Dark Seer","Earth Spirit","Team VG.J","Boston",1,1,100
"Dark Seer","Earth Spirit","Vici Gaming Potential","Kiev",2,2,100
"Dark Seer","Earth Spirit","Virtus.pro","Kiev",1,1,100
